question,expected_answer,generated_answer,retrieved_docs,expected_docs,response_time,retrieval_count,difficulty,AnswerEvaluator_exact_match,AnswerEvaluator_sequence_similarity,AnswerEvaluator_word_overlap,AnswerEvaluator_answer_length_ratio,AnswerEvaluator_keyword_match,RetrievalEvaluator_mean_average_precision,RetrievalEvaluator_mean_reciprocal_rank,RetrievalEvaluator_document_recall,RetrievalEvaluator_context_match,PerformanceEvaluator_response_time_score,PerformanceEvaluator_retrieval_efficiency,PerformanceEvaluator_answer_provided
What happened in the school bus accident when John was a teenager?,The school bus skidded on wet pavement and collided with a fallen tree. John's best friend Tommy suf...,"The bus skidded on wet pavement and crashed into a fallen tree, producing screams, shattered glass a...","the-absurd-adolescence-of-john-doe.txt, unknown-document.txt, unknown-document.txt, the-wedding-that-wasnt.txt",the-absurd-adolescence-of-john-doe.txt,29.372498273849487,0,easy,0.0,0.046296296296296294,0.4090909090909091,1.1818181818181819,1.0,1.0,1.0,1.0,1.0,0,0.0,1.0
How did John react to the school bus accident compared to others?,"While others were shaken and counselors offered group hugs, John reacted with philosophical detachme...","John stayed calm and philosophical, shrugging off the chaos with a comment that the accident was “ju...","unknown-document.txt, unknown-document.txt, the-absurd-adolescence-of-john-doe.txt, the-wedding-that-wasnt.txt",the-absurd-adolescence-of-john-doe.txt,31.906842470169067,0,medium,0.0,0.012269938650306749,0.11842105263157894,2.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0,0.0,1.0
What caused the fire that destroyed John's house?,The fire was caused by a faulty wire in one of his beloved antique clocks.,The fire was caused by a faulty wire in one of John’s beloved clocks.,"unknown-document.txt, the-calm-storm-of-john-doe.txt, unknown-document.txt, the-wedding-that-wasnt.txt",the-calm-storm-of-john-doe.txt,20.402230978012085,0,easy,0.0,0.9090909090909091,0.8125,0.9333333333333333,1.0,0.5,0.5,1.0,1.0,0,0.0,1.0
How did John react when his house burned down?,"He remained calm and philosophical, saying 'it seems the house has decided to retire early' and noti...","John stood calmly with his hands in his pockets, watching the smoke curl into the sky. He remarked e...","unknown-document.txt, unknown-document.txt, the-calm-storm-of-john-doe.txt, the-wedding-that-wasnt.txt",the-calm-storm-of-john-doe.txt,40.71896958351135,0,medium,0.0,0.35978835978835977,0.14,1.032258064516129,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0,0.0,1.0
Why did the university archive close and what book was John packing last?,The university decided to digitize everything and close the physical stacks. The last book John pack...,The university closed the archive because it decided to digitize all holdings and shut down the phys...,"the-last-book.txt, unknown-document.txt, unknown-document.txt, the-wedding-that-wasnt.txt",the-last-book.txt,27.83907675743103,0,medium,0.0,0.6700251889168766,0.32558139534883723,0.96875,1.0,1.0,1.0,1.0,1.0,0,0.0,1.0
What happened to John at the library when he was 21?,"He lost his job as a junior assistant due to budget cuts ('last in, first out'). Three positions wer...",I cannot answer based on the provided documents.,"unknown-document.txt, unknown-document.txt, the-wedding-that-wasnt.txt, the-last-book.txt",the-library-of-small-disappointments.txt,26.785969018936157,0,easy,0.0,0.13714285714285715,0.0,0.36363636363636365,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0
What jobs did John apply for after losing his library job?,"Night security at a self-storage facility, part-time barista at a shop that only served oat-milk lat...","John applied for three positions:  
1. Night security at a self‑storage facility.  
2. Part‑time bar...","the-library-of-small-disappointments.txt, unknown-document.txt, unknown-document.txt, the-wedding-that-wasnt.txt",the-library-of-small-disappointments.txt,27.54993438720703,0,hard,0.0,0.7689243027888446,0.46808510638297873,1.0512820512820513,1.0,1.0,1.0,1.0,1.0,0,0.0,1.0
What settlement notice did John receive when he was 53?,A class-action settlement from a chemical plant that leaked into Evergreen's water supply years earl...,He received a notice of a class‑action settlement from a chemical plant upstream that had leaked int...,"unknown-document.txt, the-ordinary-tuesday.txt, unknown-document.txt, the-wedding-that-wasnt.txt",the-ordinary-tuesday.txt,26.514586210250854,0,medium,0.0,0.4723618090452261,0.4166666666666667,1.3333333333333333,1.0,0.5,0.5,1.0,1.0,0,0.0,1.0
What happened to John's sister Mara?,She was diagnosed with an aggressive form of leukemia and given months to live. John traveled to be ...,"John’s sister Mara died. After being diagnosed with aggressive leukemia, she passed away quietly in ...","unknown-document.txt, unknown-document.txt, the-wedding-that-wasnt.txt, the-quiet-clockwork-of-john-doe.txt",the-quiet-clockwork-of-john-doe.txt,21.189496755599976,0,medium,0.0,0.4036144578313253,0.21428571428571427,0.8125,1.0,0.25,0.25,1.0,1.0,0,0.0,1.0
How did John handle his sister's death?,"He remained stoic, finished reading the paragraph he was on when she died, sat with her for a while,...","John handled his sister Mara’s death with quiet steadiness. He stayed with her in the hospital, read...","unknown-document.txt, unknown-document.txt, the-quiet-clockwork-of-john-doe.txt, the-wedding-that-wasnt.txt",the-quiet-clockwork-of-john-doe.txt,35.04428577423096,0,hard,0.0,0.0348993288590604,0.26506024096385544,2.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0,0.0,1.0
