question,expected_answer,generated_answer,retrieved_docs,expected_docs,response_time,retrieval_count,difficulty,AnswerEvaluator_exact_match,AnswerEvaluator_sequence_similarity,AnswerEvaluator_word_overlap,AnswerEvaluator_answer_length_ratio,AnswerEvaluator_keyword_match,RetrievalEvaluator_mean_average_precision,RetrievalEvaluator_mean_reciprocal_rank,RetrievalEvaluator_document_recall,RetrievalEvaluator_context_match,PerformanceEvaluator_response_time_score,PerformanceEvaluator_retrieval_efficiency,PerformanceEvaluator_answer_provided
What happened in the school bus accident when John was a teenager?,The school bus skidded on wet pavement and collided with a fallen tree. John's best friend Tommy suf...,"The bus skidded on wet pavement and crashed into a fallen tree. The impact caused screams, shattered...",,the-absurd-adolescence-of-john-doe.txt,55.77892541885376,0,easy,0.0,0.19090909090909092,0.4318181818181818,1.2424242424242424,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0
How did John react to the school bus accident compared to others?,"While others were shaken and counselors offered group hugs, John reacted with philosophical detachme...","John stayed calm and philosophical, shrugging off the accident with a dry comment about the universe...",,the-absurd-adolescence-of-john-doe.txt,30.12379503250122,0,medium,0.0,0.031936127744510975,0.16666666666666666,1.2941176470588236,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0
What caused the fire that destroyed John's house?,The fire was caused by a faulty wire in one of his beloved antique clocks.,The fire was caused by a faulty wire in one of John’s beloved antique clocks.,,the-calm-storm-of-john-doe.txt,67.35089993476868,0,easy,0.0,0.9668874172185431,0.875,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0
How did John react when his house burned down?,"He remained calm and philosophical, saying 'it seems the house has decided to retire early' and noti...","John reacted with calm indifference. He stood with his hands in his pockets, watched the smoke drift...",,the-calm-storm-of-john-doe.txt,65.30146598815918,0,medium,0.0,0.036605657237936774,0.1388888888888889,2.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0
Why did the university archive close and what book was John packing last?,The university decided to digitize everything and close the physical stacks. The last book John pack...,The university closed the archive because it decided to digitize all holdings and shut down the phys...,,the-last-book.txt,28.37836265563965,0,medium,0.0,0.6582278481012658,0.3181818181818182,0.96875,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0
What happened to John at the library when he was 21?,"He lost his job as a junior assistant due to budget cuts ('last in, first out'). Three positions wer...","John was told his contract would not be renewed. The head librarian, Mrs. Hargrove, informed him tha...",,the-library-of-small-disappointments.txt,40.75716686248779,0,easy,0.0,0.0954653937947494,0.12727272727272726,2.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0
What jobs did John apply for after losing his library job?,"Night security at a self-storage facility, part-time barista at a shop that only served oat-milk lat...","He applied for three positions:  
1. Night security at a self‑storage facility.  
2. Part‑time baris...",,the-library-of-small-disappointments.txt,29.71199631690979,0,hard,0.0,0.772,0.5,1.0512820512820513,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0
What settlement notice did John receive when he was 53?,A class-action settlement from a chemical plant that leaked into Evergreen's water supply years earl...,He received a class‑action settlement notice from a chemical plant upstream that had leaked into the...,,the-ordinary-tuesday.txt,31.61573600769043,0,medium,0.0,0.4486873508353222,0.40540540540540543,1.4166666666666667,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0
What happened to John's sister Mara?,She was diagnosed with an aggressive form of leukemia and given months to live. John traveled to be ...,John’s sister Mara was diagnosed with an aggressive form of leukemia. She passed away quietly three ...,,the-quiet-clockwork-of-john-doe.txt,31.953264236450195,0,medium,0.0,0.47477744807121663,0.3,0.875,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0
How did John handle his sister's death?,"He remained stoic, finished reading the paragraph he was on when she died, sat with her for a while,...","John handled his sister Mara’s death with calm acceptance and quiet ritual. After she died, he conti...",,the-quiet-clockwork-of-john-doe.txt,43.80510687828064,0,hard,0.0,0.037333333333333336,0.1797752808988764,2.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0
