question,expected_answer,generated_answer,retrieved_docs,expected_docs,response_time,retrieval_count,difficulty,AnswerEvaluator_exact_match,AnswerEvaluator_sequence_similarity,AnswerEvaluator_word_overlap,AnswerEvaluator_answer_length_ratio,AnswerEvaluator_keyword_match,RetrievalEvaluator_mean_average_precision,RetrievalEvaluator_mean_reciprocal_rank,RetrievalEvaluator_document_recall,RetrievalEvaluator_context_match,PerformanceEvaluator_response_time_score,PerformanceEvaluator_retrieval_efficiency,PerformanceEvaluator_answer_provided
What happened in the school bus accident when John was a teenager?,The school bus skidded on wet pavement and collided with a fallen tree. John's best friend Tommy suf...,"The bus skidded on wet pavement and crashed into a fallen tree. The impact caused screams, shattered...",,the-absurd-adolescence-of-john-doe.txt,33.45966815948486,0,easy,0.0,0.21076233183856502,0.4318181818181818,1.1818181818181819,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0
How did John react to the school bus accident compared to others?,"While others were shaken and counselors offered group hugs, John reacted with philosophical detachme...","John stayed calm and detached, unlike the others who reacted with panic and emotional distress. Whil...",,the-absurd-adolescence-of-john-doe.txt,38.966569662094116,0,medium,0.0,0.1475177304964539,0.1875,2.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0
What caused the fire that destroyed John's house?,The fire was caused by a faulty wire in one of his beloved antique clocks.,The fire was caused by a faulty wire in one of John’s beloved clocks.,,the-calm-storm-of-john-doe.txt,35.67364811897278,0,easy,0.0,0.9090909090909091,0.8125,0.9333333333333333,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0
How did John react when his house burned down?,"He remained calm and philosophical, saying 'it seems the house has decided to retire early' and noti...","John stood with his hands in his pockets, watching the smoke curl into the sky. He was not distraugh...",,the-calm-storm-of-john-doe.txt,50.35031580924988,0,medium,0.0,0.1090146750524109,0.16393442622950818,1.6451612903225807,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0
Why did the university archive close and what book was John packing last?,The university decided to digitize everything and close the physical stacks. The last book John pack...,The university closed the archive because it decided to digitize all holdings and shut down the phys...,,the-last-book.txt,27.969199657440186,0,medium,0.0,0.6582278481012658,0.3181818181818182,0.96875,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0
What happened to John at the library when he was 21?,"He lost his job as a junior assistant due to budget cuts ('last in, first out'). Three positions wer...","John was told his contract would not be renewed.  
The head librarian, Mrs. Hargrove, called him int...",,the-library-of-small-disappointments.txt,39.74913167953491,0,easy,0.0,0.05078125,0.12121212121212122,2.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0
What jobs did John apply for after losing his library job?,"Night security at a self-storage facility, part-time barista at a shop that only served oat-milk lat...","John applied for three positions:  
1. Night security at a self‑storage facility.  
2. Part‑time bar...",,the-library-of-small-disappointments.txt,30.579182386398315,0,hard,0.0,0.7689243027888446,0.46808510638297873,1.0512820512820513,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0
What settlement notice did John receive when he was 53?,A class-action settlement from a chemical plant that leaked into Evergreen's water supply years earl...,He received a notice of a class‑action settlement from a chemical plant upstream that had leaked int...,,the-ordinary-tuesday.txt,35.572240352630615,0,medium,0.0,0.4723618090452261,0.4166666666666667,1.3333333333333333,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0
What happened to John's sister Mara?,She was diagnosed with an aggressive form of leukemia and given months to live. John traveled to be ...,John’s sister Mara was diagnosed with an aggressive form of leukemia. She passed away quietly three ...,,the-quiet-clockwork-of-john-doe.txt,23.199844360351562,0,medium,0.0,0.5111821086261981,0.3333333333333333,0.75,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0
How did John handle his sister's death?,"He remained stoic, finished reading the paragraph he was on when she died, sat with her for a while,...",John handled his sister Mara’s death by remaining calm and supportive throughout her final days—read...,,the-quiet-clockwork-of-john-doe.txt,45.47286248207092,0,hard,0.0,0.01889763779527559,0.1728395061728395,2.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0
What was John's diagnosis at age 32 and how did he react?,"He was diagnosed with stage IV pancreatic cancer. He reacted with calm acceptance, asking only 'How ...","John was diagnosed with **Stage IV pancreatic cancer** at age 32. He reacted calmly: he listened, no...",,the-uninvited-guest.txt,45.1787633895874,0,medium,0.0,0.25513196480938416,0.22666666666666666,2.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0
What were John's last requests?,A fresh pot of terrible coffee and that someone finish cataloguing the unfinished boxes of uncatalog...,"John’s final requests were:  
1. A fresh pot of truly terrible coffee.  
2. That someone finish cata...",,the-uninvited-guest.txt,33.80607342720032,0,hard,0.0,0.8498402555910544,0.6296296296296297,1.2857142857142858,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0
What happened at John's wedding?,His fiancée Lila called off the wedding the night before due to panic. John still went to the church...,John’s wedding never took place. Lila called the night before and told him she couldn’t go—“not beca...,,the-wedding-that-wasnt.txt,32.217313051223755,0,easy,0.0,0.01809954751131222,0.17857142857142858,1.7241379310344827,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0
What was John's philosophy about tragedy throughout his life?,"He saw tragedy as life's way of reminding us that control is an illusion, the universe's way of edit...",,,"the-absurd-adolescence-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-uninvited-guest.txt",101.09924793243408,0,hard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
