question,expected_answer,generated_answer,retrieved_docs,expected_docs,response_time,retrieval_count,difficulty,AnswerEvaluator_exact_match,AnswerEvaluator_sequence_similarity,AnswerEvaluator_word_overlap,AnswerEvaluator_answer_length_ratio,AnswerEvaluator_keyword_match,RetrievalEvaluator_mean_average_precision,RetrievalEvaluator_mean_reciprocal_rank,RetrievalEvaluator_document_recall,RetrievalEvaluator_context_match,PerformanceEvaluator_response_time_score,PerformanceEvaluator_retrieval_efficiency,PerformanceEvaluator_answer_provided
What happened in the school bus accident when John was a teenager?,The school bus skidded on wet pavement and collided with a fallen tree. John's best friend Tommy suf...,,,the-absurd-adolescence-of-john-doe.txt,48.963470220565796,0,easy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
How did John react to the school bus accident compared to others?,"While others were shaken and counselors offered group hugs, John reacted with philosophical detachme...",,,the-absurd-adolescence-of-john-doe.txt,52.59478688240051,0,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
What caused the fire that destroyed John's house?,The fire was caused by a faulty wire in one of his beloved antique clocks.,The fire that destroyed John's house was caused by a faulty electrical outlet that had been improper...,,the-calm-storm-of-john-doe.txt,24.276914834976196,0,easy,0.0,0.44554455445544555,0.3076923076923077,1.4,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0
How did John react when his house burned down?,"He remained calm and philosophical, saying 'it seems the house has decided to retire early' and noti...",,,the-calm-storm-of-john-doe.txt,52.03037667274475,0,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Why did the university archive close and what book was John packing last?,The university decided to digitize everything and close the physical stacks. The last book John pack...,,,the-last-book.txt,52.426222801208496,0,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
What happened to John at the library when he was 21?,"He lost his job as a junior assistant due to budget cuts ('last in, first out'). Three positions wer...",Answer: He was a junior at the library.,,the-library-of-small-disappointments.txt,47.109641790390015,0,easy,0.0,0.3132530120481928,0.1111111111111111,0.36363636363636365,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0
What jobs did John apply for after losing his library job?,"Night security at a self-storage facility, part-time barista at a shop that only served oat-milk lat...",,,the-library-of-small-disappointments.txt,51.53331708908081,0,hard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
What settlement notice did John receive when he was 53?,A class-action settlement from a chemical plant that leaked into Evergreen's water supply years earl...,Answer: The context does not provide enough information to determine what specific settlement notice...,,the-ordinary-tuesday.txt,34.89856767654419,0,medium,0.0,0.24918032786885247,0.023809523809523808,0.8333333333333334,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0
What happened to John's sister Mara?,She was diagnosed with an aggressive form of leukemia and given months to live. John traveled to be ...,,,the-quiet-clockwork-of-john-doe.txt,51.29632496833801,0,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
How did John handle his sister's death?,"He remained stoic, finished reading the paragraph he was on when she died, sat with her for a while,...","Answer: John handled his sister’s death calmly and stoically, accepting it as part of life’s absurdi...",,the-quiet-clockwork-of-john-doe.txt,27.358641862869263,0,hard,0.0,0.33827893175074186,0.061224489795918366,0.6285714285714286,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0
What was John's diagnosis at age 32 and how did he react?,"He was diagnosed with stage IV pancreatic cancer. He reacted with calm acceptance, asking only 'How ...",,,the-uninvited-guest.txt,51.094380617141724,0,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
What were John's last requests?,A fresh pot of terrible coffee and that someone finish cataloguing the unfinished boxes of uncatalog...,,,the-uninvited-guest.txt,52.225841760635376,0,hard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
What happened at John's wedding?,His fiancée Lila called off the wedding the night before due to panic. John still went to the church...,,,the-wedding-that-wasnt.txt,51.61724615097046,0,easy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
What was John's philosophy about tragedy throughout his life?,"He saw tragedy as life's way of reminding us that control is an illusion, the universe's way of edit...","Answer:  
John’s view of tragedy was that it is an inevitable, indifferent part of life that should ...",,"the-absurd-adolescence-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-uninvited-guest.txt",29.294657707214355,0,hard,0.0,0.06049149338374291,0.15714285714285714,1.3333333333333333,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0
What jobs did John have throughout his life?,"Junior assistant at Evergreen Public Library, cataloguing assistant at a private rare-book dealer, r...",,,"the-library-of-small-disappointments.txt, the-last-book.txt, the-quiet-clockwork-of-john-doe.txt, the-ordinary-tuesday.txt",51.908265829086304,0,hard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
