question,expected_answer,generated_answer,retrieved_docs,expected_docs,response_time,retrieval_count,difficulty,AnswerEvaluator_exact_match,AnswerEvaluator_sequence_similarity,AnswerEvaluator_word_overlap,AnswerEvaluator_answer_length_ratio,AnswerEvaluator_keyword_match,RetrievalEvaluator_mean_average_precision,RetrievalEvaluator_mean_reciprocal_rank,RetrievalEvaluator_document_recall,RetrievalEvaluator_context_match,PerformanceEvaluator_response_time_score,PerformanceEvaluator_retrieval_efficiency,PerformanceEvaluator_answer_provided
What happened in the school bus accident when John was a teenager?,The school bus skidded on wet pavement and collided with a fallen tree. John's best friend Tommy suf...,"The bus skidded on wet pavement and crashed into a fallen tree. The impact caused screams, shattered...","the-absurd-adolescence-of-john-doe.txt, the-wedding-that-wasnt.txt, the-ordinary-tuesday.txt",the-absurd-adolescence-of-john-doe.txt,27.917112827301025,3,easy,0.0,0.19090909090909092,0.4318181818181818,1.2424242424242424,1.0,1.0,1.0,1.0,1.0,0,0.3333333333333333,1.0
How did John react to the school bus accident compared to others?,"While others were shaken and counselors offered group hugs, John reacted with philosophical detachme...","John stayed calm and detached on the curb, shrugging off the chaos with a philosophical remark and l...","the-absurd-adolescence-of-john-doe.txt, the-wedding-that-wasnt.txt, the-ordinary-tuesday.txt",the-absurd-adolescence-of-john-doe.txt,24.816558837890625,3,medium,0.0,0.021052631578947368,0.08823529411764706,1.4705882352941178,1.0,1.0,1.0,1.0,1.0,0,0.3333333333333333,1.0
What caused the fire that destroyed John's house?,The fire was caused by a faulty wire in one of his beloved antique clocks.,The fire was caused by a faulty wire in one of John’s beloved antique clocks.,"the-calm-storm-of-john-doe.txt, the-wedding-that-wasnt.txt, the-ordinary-tuesday.txt",the-calm-storm-of-john-doe.txt,17.03212547302246,3,easy,0.0,0.9668874172185431,0.875,1.0,1.0,1.0,1.0,1.0,1.0,0,0.3333333333333333,1.0
How did John react when his house burned down?,"He remained calm and philosophical, saying 'it seems the house has decided to retire early' and noti...","John reacted calmly and non‑distressed. He stood with his hands in his pockets, watched the smoke, a...","the-calm-storm-of-john-doe.txt, the-wedding-that-wasnt.txt, the-ordinary-tuesday.txt",the-calm-storm-of-john-doe.txt,30.642211198806763,3,medium,0.0,0.1601642710472279,0.1694915254237288,1.5806451612903225,1.0,1.0,1.0,1.0,1.0,0,0.3333333333333333,1.0
Why did the university archive close and what book was John packing last?,The university decided to digitize everything and close the physical stacks. The last book John pack...,The archive closed because the university decided to digitize all holdings and shut down the physica...,"the-last-book.txt, the-wedding-that-wasnt.txt, the-library-of-small-disappointments.txt",the-last-book.txt,25.28379487991333,3,medium,0.0,0.673469387755102,0.3333333333333333,0.9375,1.0,1.0,1.0,1.0,1.0,0,0.3333333333333333,1.0
What happened to John at the library when he was 21?,"He lost his job as a junior assistant due to budget cuts ('last in, first out'). Three positions wer...","At 21, John was called into the head librarian’s office and handed a folded letter announcing that h...","the-wedding-that-wasnt.txt, the-last-book.txt, the-library-of-small-disappointments.txt",the-library-of-small-disappointments.txt,34.663604974746704,3,easy,0.0,0.03547671840354767,0.15254237288135594,2.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0,0.3333333333333333,1.0
What jobs did John apply for after losing his library job?,"Night security at a self-storage facility, part-time barista at a shop that only served oat-milk lat...","He applied for three positions:  
1. Night security at a self‑storage facility.  
2. Part‑time baris...","the-library-of-small-disappointments.txt, the-wedding-that-wasnt.txt, the-last-book.txt",the-library-of-small-disappointments.txt,26.185028314590454,3,hard,0.0,0.7649402390438247,0.4375,1.0512820512820513,1.0,1.0,1.0,1.0,1.0,0,0.3333333333333333,1.0
What settlement notice did John receive when he was 53?,A class-action settlement from a chemical plant that leaked into Evergreen's water supply years earl...,He received a notice of a class‑action settlement for a chemical plant leak that had contaminated th...,"the-ordinary-tuesday.txt, the-wedding-that-wasnt.txt, the-library-of-small-disappointments.txt",the-ordinary-tuesday.txt,22.641910076141357,3,medium,0.0,0.08947368421052632,0.2894736842105263,1.2083333333333333,1.0,1.0,1.0,1.0,1.0,0,0.3333333333333333,1.0
What happened to John's sister Mara?,She was diagnosed with an aggressive form of leukemia and given months to live. John traveled to be ...,"John’s sister Mara died three weeks after her diagnosis with aggressive leukemia, quietly while John...","the-wedding-that-wasnt.txt, the-quiet-clockwork-of-john-doe.txt, the-last-book.txt",the-quiet-clockwork-of-john-doe.txt,18.52664804458618,3,medium,0.0,0.21305841924398625,0.2222222222222222,0.59375,1.0,0.5,0.5,1.0,1.0,0,0.3333333333333333,1.0
How did John handle his sister's death?,"He remained stoic, finished reading the paragraph he was on when she died, sat with her for a while,...","John stayed with Mara in her hospital room, reading to her, making coffee, and simply watching the I...","the-wedding-that-wasnt.txt, the-quiet-clockwork-of-john-doe.txt, the-uninvited-guest.txt",the-quiet-clockwork-of-john-doe.txt,41.25739669799805,3,hard,0.0,0.16464237516869096,0.2926829268292683,2.0,1.0,0.5,0.5,1.0,1.0,0,0.3333333333333333,1.0
