question,expected_answer,generated_answer,retrieved_docs,expected_docs,response_time,retrieval_count,difficulty,AnswerEvaluator_exact_match,AnswerEvaluator_sequence_similarity,AnswerEvaluator_word_overlap,AnswerEvaluator_answer_length_ratio,AnswerEvaluator_keyword_match,RetrievalEvaluator_mean_average_precision,RetrievalEvaluator_mean_reciprocal_rank,RetrievalEvaluator_document_recall,RetrievalEvaluator_context_match,PerformanceEvaluator_response_time_score,PerformanceEvaluator_retrieval_efficiency,PerformanceEvaluator_answer_provided
What happened in the school bus accident when John was a teenager?,The school bus skidded on wet pavement and collided with a fallen tree. John's best friend Tommy suf...,"The bus skidded on wet pavement and collided with a fallen tree, causing chaos with screams, shatter...",,the-absurd-adolescence-of-john-doe.txt,27.222611665725708,0,easy,0.0,0.6057906458797327,0.45454545454545453,1.2424242424242424,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0
How did John react to the school bus accident compared to others?,"While others were shaken and counselors offered group hugs, John reacted with philosophical detachme...","John stayed calm and detached, refusing to cry or pace. While others replayed the horror, parents ho...",,the-absurd-adolescence-of-john-doe.txt,36.608256578445435,0,medium,0.0,0.06841046277665996,0.18032786885245902,1.2647058823529411,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0
What caused the fire that destroyed John's house?,The fire was caused by a faulty wire in one of his beloved antique clocks.,The fire was caused by a faulty wire in one of John’s beloved clocks.,,the-calm-storm-of-john-doe.txt,24.095372200012207,0,easy,0.0,0.9090909090909091,0.8125,0.9333333333333333,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0
How did John react when his house burned down?,"He remained calm and philosophical, saying 'it seems the house has decided to retire early' and noti...","John stood with his hands in his pockets, watching the smoke curl into the sky. He was not distraugh...",,the-calm-storm-of-john-doe.txt,55.90278172492981,0,medium,0.0,0.03305785123966942,0.16883116883116883,2.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0
Why did the university archive close and what book was John packing last?,The university decided to digitize everything and close the physical stacks. The last book John pack...,The archive was shut because the university decided to digitize all its holdings and close the physi...,,the-last-book.txt,28.961185455322266,0,medium,0.0,0.6852791878172588,0.35714285714285715,0.96875,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0
What happened to John at the library when he was 21?,"He lost his job as a junior assistant due to budget cuts ('last in, first out'). Three positions wer...","At 21, John was called into the head librarian’s office and told that his contract would not be rene...",,the-library-of-small-disappointments.txt,38.1378812789917,0,easy,0.0,0.07075471698113207,0.08196721311475409,2.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0
What jobs did John apply for after losing his library job?,"Night security at a self-storage facility, part-time barista at a shop that only served oat-milk lat...","John applied for three positions:  
1. Night security at a self‑storage facility.  
2. Part‑time bar...",,the-library-of-small-disappointments.txt,34.24784588813782,0,hard,0.0,0.33482142857142855,0.25,0.7948717948717948,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0
What settlement notice did John receive when he was 53?,A class-action settlement from a chemical plant that leaked into Evergreen's water supply years earl...,He received a notice of a class‑action settlement from a chemical plant upstream that had leaked int...,,the-ordinary-tuesday.txt,37.38943696022034,0,medium,0.0,0.125,0.3783783783783784,1.25,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0
What happened to John's sister Mara?,She was diagnosed with an aggressive form of leukemia and given months to live. John traveled to be ...,John’s sister Mara was diagnosed with an aggressive form of leukemia. She passed away quietly three ...,,the-quiet-clockwork-of-john-doe.txt,22.18654990196228,0,medium,0.0,0.48484848484848486,0.3076923076923077,0.84375,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0
How did John handle his sister's death?,"He remained stoic, finished reading the paragraph he was on when she died, sat with her for a while,...","John stayed with Mara until she died, reading to her and making terrible instant coffee. After her d...",,the-quiet-clockwork-of-john-doe.txt,53.092193365097046,0,hard,0.0,0.019363762102351315,0.18181818181818182,2.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0
What was John's diagnosis at age 32 and how did he react?,"He was diagnosed with stage IV pancreatic cancer. He reacted with calm acceptance, asking only 'How ...",John Doe was diagnosed with **Stage IV pancreatic cancer** at age 32. He reacted calmly: after a bri...,,the-uninvited-guest.txt,38.35745334625244,0,medium,0.0,0.32167832167832167,0.265625,1.935483870967742,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0
What were John's last requests?,A fresh pot of terrible coffee and that someone finish cataloguing the unfinished boxes of uncatalog...,"John’s final requests were:  
1. A fresh pot of truly terrible coffee.  
2. That someone finish cata...",,the-uninvited-guest.txt,32.023597717285156,0,hard,0.0,0.8498402555910544,0.6296296296296297,1.2857142857142858,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0
What happened at John's wedding?,His fiancée Lila called off the wedding the night before due to panic. John still went to the church...,"John’s wedding never took place. Lila called the night before and told him she couldn’t go, so she n...",,the-wedding-that-wasnt.txt,28.612946033477783,0,easy,0.0,0.01909307875894988,0.2037037037037037,1.6206896551724137,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0
What was John's philosophy about tragedy throughout his life?,"He saw tragedy as life's way of reminding us that control is an illusion, the universe's way of edit...",,,"the-absurd-adolescence-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-uninvited-guest.txt",102.38941740989685,0,hard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
What jobs did John have throughout his life?,"Junior assistant at Evergreen Public Library, cataloguing assistant at a private rare-book dealer, r...",,,"the-library-of-small-disappointments.txt, the-last-book.txt, the-quiet-clockwork-of-john-doe.txt, the-ordinary-tuesday.txt",99.09477305412292,0,hard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
