question,expected_answer,generated_answer,retrieved_docs,expected_docs,response_time,retrieval_count,difficulty,AnswerEvaluator_exact_match,AnswerEvaluator_sequence_similarity,AnswerEvaluator_word_overlap,AnswerEvaluator_answer_length_ratio,AnswerEvaluator_keyword_match,RetrievalEvaluator_mean_average_precision,RetrievalEvaluator_mean_reciprocal_rank,RetrievalEvaluator_document_recall,RetrievalEvaluator_context_match,PerformanceEvaluator_response_time_score,PerformanceEvaluator_retrieval_efficiency,PerformanceEvaluator_answer_provided
What happened in the school bus accident when John was a teenager?,The school bus skidded on wet pavement and collided with a fallen tree. John's best friend Tommy suf...,"The bus skidded on wet pavement and crashed into a fallen tree. The impact caused screams, shattered...","the-absurd-adolescence-of-john-doe.txt, unknown-document.txt",the-absurd-adolescence-of-john-doe.txt,25.81263756752014,0,easy,0.0,0.21076233183856502,0.4318181818181818,1.1818181818181819,1.0,1.0,1.0,1.0,1.0,0,0.0,1.0
How did John react to the school bus accident compared to others?,"While others were shaken and counselors offered group hugs, John reacted with philosophical detachme...",I cannot answer based on the provided documents.,"unknown-document.txt, unknown-document.txt",the-absurd-adolescence-of-john-doe.txt,14.965299129486084,0,medium,0.0,0.13818181818181818,0.0,0.23529411764705882,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0
What caused the fire that destroyed John's house?,The fire was caused by a faulty wire in one of his beloved antique clocks.,The fire was caused by a faulty wire in one of John’s beloved clocks.,"unknown-document.txt, the-calm-storm-of-john-doe.txt",the-calm-storm-of-john-doe.txt,15.216906309127808,0,easy,0.0,0.9090909090909091,0.8125,0.9333333333333333,1.0,0.5,0.5,1.0,1.0,0,0.0,1.0
How did John react when his house burned down?,"He remained calm and philosophical, saying 'it seems the house has decided to retire early' and noti...",I cannot answer based on the provided documents.,"unknown-document.txt, unknown-document.txt",the-calm-storm-of-john-doe.txt,24.718700885772705,0,medium,0.0,0.17073170731707318,0.02857142857142857,0.25806451612903225,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0
Why did the university archive close and what book was John packing last?,The university decided to digitize everything and close the physical stacks. The last book John pack...,The archive closed because the university decided to digitize all holdings and shut the physical sta...,"the-last-book.txt, unknown-document.txt",the-last-book.txt,18.87220573425293,0,medium,0.0,0.3302752293577982,0.2765957446808511,1.09375,1.0,1.0,1.0,1.0,1.0,0,0.0,1.0
What happened to John at the library when he was 21?,"He lost his job as a junior assistant due to budget cuts ('last in, first out'). Three positions wer...",I cannot answer based on the provided documents.,"unknown-document.txt, unknown-document.txt",the-library-of-small-disappointments.txt,16.26004195213318,0,easy,0.0,0.13714285714285715,0.0,0.36363636363636365,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0
What jobs did John apply for after losing his library job?,"Night security at a self-storage facility, part-time barista at a shop that only served oat-milk lat...","John applied for three positions:  
1. Night security at a self‑storage facility.  
2. Part‑time bar...","the-library-of-small-disappointments.txt, unknown-document.txt",the-library-of-small-disappointments.txt,21.1282639503479,0,hard,0.0,0.33482142857142855,0.25,0.7948717948717948,1.0,1.0,1.0,1.0,1.0,0,0.0,1.0
What settlement notice did John receive when he was 53?,A class-action settlement from a chemical plant that leaked into Evergreen's water supply years earl...,John received a notice of a class‑action settlement for a chemical plant upstream that had leaked in...,"unknown-document.txt, the-ordinary-tuesday.txt",the-ordinary-tuesday.txt,24.09444546699524,0,medium,0.0,0.47117794486215536,0.3888888888888889,1.3333333333333333,1.0,0.5,0.5,1.0,1.0,0,0.0,1.0
What happened to John's sister Mara?,She was diagnosed with an aggressive form of leukemia and given months to live. John traveled to be ...,"John’s sister Mara died quietly three weeks later, while John was reading aloud from a chapter on th...","unknown-document.txt, unknown-document.txt",the-quiet-clockwork-of-john-doe.txt,16.13183283805847,0,medium,0.0,0.2140468227424749,0.15,0.6875,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0
How did John handle his sister's death?,"He remained stoic, finished reading the paragraph he was on when she died, sat with her for a while,...","John handled his sister Mara’s death by quietly finishing the paragraph he was reading, closing the ...","unknown-document.txt, unknown-document.txt",the-quiet-clockwork-of-john-doe.txt,26.367120504379272,0,hard,0.0,0.07272727272727272,0.2833333333333333,1.4857142857142858,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0
