question,expected_answer,generated_answer,retrieved_docs,expected_docs,response_time,retrieval_count,difficulty,AnswerEvaluator_exact_match,AnswerEvaluator_sequence_similarity,AnswerEvaluator_word_overlap,AnswerEvaluator_answer_length_ratio,AnswerEvaluator_keyword_match,RetrievalEvaluator_mean_average_precision,RetrievalEvaluator_mean_reciprocal_rank,RetrievalEvaluator_document_recall,RetrievalEvaluator_context_match,PerformanceEvaluator_response_time_score,PerformanceEvaluator_retrieval_efficiency,PerformanceEvaluator_answer_provided
What happened in the school bus accident when John was a teenager?,The school bus skidded on wet pavement and collided with a fallen tree. John's best friend Tommy suf...,"The bus skidded on wet pavement and crashed into a fallen tree. The impact caused screams, shattered...","the-absurd-adolescence-of-john-doe.txt, unknown-document.txt",the-absurd-adolescence-of-john-doe.txt,25.212190628051758,0,easy,0.0,0.21076233183856502,0.4318181818181818,1.1818181818181819,1.0,1.0,1.0,1.0,1.0,0,0.0,1.0
How did John react to the school bus accident compared to others?,"While others were shaken and counselors offered group hugs, John reacted with philosophical detachme...",I cannot answer based on the provided documents.,"unknown-document.txt, unknown-document.txt",the-absurd-adolescence-of-john-doe.txt,14.809507369995117,0,medium,0.0,0.13818181818181818,0.0,0.23529411764705882,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0
What caused the fire that destroyed John's house?,The fire was caused by a faulty wire in one of his beloved antique clocks.,The fire was caused by a faulty wire in one of John’s beloved clocks.,"unknown-document.txt, the-calm-storm-of-john-doe.txt",the-calm-storm-of-john-doe.txt,17.20019292831421,0,easy,0.0,0.9090909090909091,0.8125,0.9333333333333333,1.0,0.5,0.5,1.0,1.0,0,0.0,1.0
How did John react when his house burned down?,"He remained calm and philosophical, saying 'it seems the house has decided to retire early' and noti...",I cannot answer based on the provided documents.,"unknown-document.txt, unknown-document.txt",the-calm-storm-of-john-doe.txt,41.197208881378174,0,medium,0.0,0.17073170731707318,0.02857142857142857,0.25806451612903225,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0
Why did the university archive close and what book was John packing last?,The university decided to digitize everything and close the physical stacks. The last book John pack...,The archive closed because the university decided to digitize all holdings and shut down the physica...,"the-last-book.txt, unknown-document.txt",the-last-book.txt,25.234209299087524,0,medium,0.0,0.6419098143236074,0.325,0.8125,1.0,1.0,1.0,1.0,1.0,0,0.0,1.0
What happened to John at the library when he was 21?,"He lost his job as a junior assistant due to budget cuts ('last in, first out'). Three positions wer...",I cannot answer based on the provided documents.,"unknown-document.txt, unknown-document.txt",the-library-of-small-disappointments.txt,19.392731428146362,0,easy,0.0,0.13714285714285715,0.0,0.36363636363636365,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0
What jobs did John apply for after losing his library job?,"Night security at a self-storage facility, part-time barista at a shop that only served oat-milk lat...","John applied for three positions:

1. Night security at a self‑storage facility.  
2. Part‑time bari...","the-library-of-small-disappointments.txt, unknown-document.txt",the-library-of-small-disappointments.txt,22.687849044799805,0,hard,0.0,0.7984031936127745,0.46808510638297873,1.0512820512820513,1.0,1.0,1.0,1.0,1.0,0,0.0,1.0
What settlement notice did John receive when he was 53?,A class-action settlement from a chemical plant that leaked into Evergreen's water supply years earl...,He received a notice of a class‑action settlement for a chemical plant upstream that had leaked into...,"unknown-document.txt, the-ordinary-tuesday.txt",the-ordinary-tuesday.txt,28.513039350509644,0,medium,0.0,0.473551637279597,0.3888888888888889,1.3333333333333333,1.0,0.5,0.5,1.0,1.0,0,0.0,1.0
What happened to John's sister Mara?,She was diagnosed with an aggressive form of leukemia and given months to live. John traveled to be ...,"John’s sister Mara died quietly three weeks later, while John was reading aloud from a chapter on th...","unknown-document.txt, unknown-document.txt",the-quiet-clockwork-of-john-doe.txt,20.171151876449585,0,medium,0.0,0.03357314148681055,0.14285714285714285,1.375,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0
How did John handle his sister's death?,"He remained stoic, finished reading the paragraph he was on when she died, sat with her for a while,...","John finished the paragraph he was reading, then sat with Mara for a long time while the machines wo...","unknown-document.txt, unknown-document.txt",the-quiet-clockwork-of-john-doe.txt,27.301597833633423,0,hard,0.0,0.022222222222222223,0.2857142857142857,1.2857142857142858,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0
What was John's diagnosis at age 32 and how did he react?,"He was diagnosed with stage IV pancreatic cancer. He reacted with calm acceptance, asking only 'How ...",I cannot answer based on the provided documents.,"unknown-document.txt, unknown-document.txt",the-uninvited-guest.txt,18.307011365890503,0,medium,0.0,0.23387096774193547,0.02857142857142857,0.25806451612903225,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0
What were John's last requests?,A fresh pot of terrible coffee and that someone finish cataloguing the unfinished boxes of uncatalog...,"John’s last requests were:

1. A fresh pot of truly terrible coffee.  
2. That someone finish catalo...","unknown-document.txt, unknown-document.txt",the-uninvited-guest.txt,19.616475343704224,0,hard,0.0,0.8553054662379421,0.6296296296296297,1.2857142857142858,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0
What happened at John's wedding?,His fiancée Lila called off the wedding the night before due to panic. John still went to the church...,"John’s wedding never took place. Lila called the night before and said she couldn’t go, citing her o...","the-wedding-that-wasnt.txt, unknown-document.txt",the-wedding-that-wasnt.txt,27.57647705078125,0,easy,0.0,0.17805383022774326,0.18181818181818182,2.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1.0
