question,expected_answer,generated_answer,retrieved_docs,expected_docs,response_time,retrieval_count,difficulty,AnswerEvaluator_exact_match,AnswerEvaluator_sequence_similarity,AnswerEvaluator_word_overlap,AnswerEvaluator_answer_length_ratio,AnswerEvaluator_keyword_match,RetrievalEvaluator_mean_average_precision,RetrievalEvaluator_mean_reciprocal_rank,RetrievalEvaluator_document_recall,RetrievalEvaluator_context_match,PerformanceEvaluator_response_time_score,PerformanceEvaluator_retrieval_efficiency,PerformanceEvaluator_answer_provided
What happened in the school bus accident when John was a teenager?,The school bus skidded on wet pavement and collided with a fallen tree. John's best friend Tommy suf...,"The bus skidded on wet pavement and crashed into a fallen tree. The impact caused screams, shattered...","the-absurd-adolescence-of-john-doe.txt, the-wedding-that-wasnt.txt, the-ordinary-tuesday.txt, the-calm-storm-of-john-doe.txt",the-absurd-adolescence-of-john-doe.txt,28.0940363407135,4,easy,0.0,0.19310344827586207,0.4523809523809524,1.1515151515151516,1.0,1.0,1.0,1.0,1.0,0,0.25,1.0
How did John react to the school bus accident compared to others?,"While others were shaken and counselors offered group hugs, John reacted with philosophical detachme...","John reacted with calm detachment and philosophical humor, saying “Scary? It’s just the universe pla...","the-absurd-adolescence-of-john-doe.txt, the-wedding-that-wasnt.txt, the-ordinary-tuesday.txt, the-calm-storm-of-john-doe.txt",the-absurd-adolescence-of-john-doe.txt,27.39694356918335,4,medium,0.0,0.13266998341625208,0.19402985074626866,1.6470588235294117,1.0,1.0,1.0,1.0,1.0,0,0.25,1.0
What caused the fire that destroyed John's house?,The fire was caused by a faulty wire in one of his beloved antique clocks.,The fire was caused by a faulty wire in one of John’s antique clocks.,"the-calm-storm-of-john-doe.txt, the-wedding-that-wasnt.txt, the-ordinary-tuesday.txt, the-last-book.txt",the-calm-storm-of-john-doe.txt,19.133956909179688,4,easy,0.0,0.9090909090909091,0.8125,0.9333333333333333,1.0,1.0,1.0,1.0,1.0,0,0.25,1.0
How did John react when his house burned down?,"He remained calm and philosophical, saying 'it seems the house has decided to retire early' and noti...","John stood calmly, hands in his pockets, watching the smoke rise. He made a dry remark that the hous...","the-calm-storm-of-john-doe.txt, the-wedding-that-wasnt.txt, the-ordinary-tuesday.txt, the-library-of-small-disappointments.txt",the-calm-storm-of-john-doe.txt,33.25249791145325,4,medium,0.0,0.0437375745526839,0.13846153846153847,1.7419354838709677,1.0,1.0,1.0,1.0,1.0,0,0.25,1.0
Why did the university archive close and what book was John packing last?,The university decided to digitize everything and close the physical stacks. The last book John pack...,The archive closed because the university decided to digitize all holdings and shut down the physica...,"the-last-book.txt, the-wedding-that-wasnt.txt, the-library-of-small-disappointments.txt, the-uninvited-guest.txt",the-last-book.txt,27.20243191719055,4,medium,0.0,0.6632653061224489,0.32558139534883723,0.9375,1.0,1.0,1.0,1.0,1.0,0,0.25,1.0
What happened to John at the library when he was 21?,"He lost his job as a junior assistant due to budget cuts ('last in, first out'). Three positions wer...","John was told that his contract would not be renewed.  
In a meeting with the head librarian, Mrs. H...","the-wedding-that-wasnt.txt, the-last-book.txt, the-library-of-small-disappointments.txt, the-ordinary-tuesday.txt",the-library-of-small-disappointments.txt,40.18574547767639,4,easy,0.0,0.02032520325203252,0.109375,2.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0,0.25,1.0
What jobs did John apply for after losing his library job?,"Night security at a self-storage facility, part-time barista at a shop that only served oat-milk lat...","John applied for three positions:  
1. Night security at a self‑storage facility  
2. Part‑time bari...","the-library-of-small-disappointments.txt, the-wedding-that-wasnt.txt, the-last-book.txt, the-calm-storm-of-john-doe.txt",the-library-of-small-disappointments.txt,28.4491708278656,4,hard,0.0,0.7649402390438247,0.40816326530612246,1.0512820512820513,1.0,1.0,1.0,1.0,1.0,0,0.25,1.0
What settlement notice did John receive when he was 53?,A class-action settlement from a chemical plant that leaked into Evergreen's water supply years earl...,He received a notice of a class‑action settlement for a chemical‑plant leak that had contaminated th...,"the-ordinary-tuesday.txt, the-wedding-that-wasnt.txt, the-library-of-small-disappointments.txt, the-quiet-clockwork-of-john-doe.txt",the-ordinary-tuesday.txt,27.03116202354431,4,medium,0.0,0.08947368421052632,0.23076923076923078,1.1666666666666667,1.0,1.0,1.0,1.0,1.0,0,0.25,1.0
What happened to John's sister Mara?,She was diagnosed with an aggressive form of leukemia and given months to live. John traveled to be ...,John’s sister Mara was diagnosed with an aggressive form of leukemia. She passed away three weeks la...,"the-wedding-that-wasnt.txt, the-quiet-clockwork-of-john-doe.txt, the-last-book.txt, the-ordinary-tuesday.txt",the-quiet-clockwork-of-john-doe.txt,20.85279631614685,4,medium,0.0,0.43646408839779005,0.2558139534883721,1.0,1.0,0.5,0.5,1.0,1.0,0,0.25,1.0
How did John handle his sister's death?,"He remained stoic, finished reading the paragraph he was on when she died, sat with her for a while,...","John stayed with Mara in the hospital, reading to her, making coffee, and simply watching the IV dri...","the-wedding-that-wasnt.txt, the-quiet-clockwork-of-john-doe.txt, the-uninvited-guest.txt, the-calm-storm-of-john-doe.txt",the-quiet-clockwork-of-john-doe.txt,43.46291399002075,4,hard,0.0,0.06741573033707865,0.23943661971830985,2.0,1.0,0.5,0.5,1.0,1.0,0,0.25,1.0
What was John's diagnosis at age 32 and how did he react?,"He was diagnosed with stage IV pancreatic cancer. He reacted with calm acceptance, asking only 'How ...","John Doe was diagnosed with stage IV pancreatic cancer. He reacted calmly: he listened, nodded once,...","the-uninvited-guest.txt, the-quiet-clockwork-of-john-doe.txt, the-wedding-that-wasnt.txt, the-ordinary-tuesday.txt",the-uninvited-guest.txt,35.84044814109802,4,medium,0.0,0.18222222222222223,0.27450980392156865,1.3548387096774193,1.0,1.0,1.0,1.0,1.0,0,0.25,1.0
What were John's last requests?,A fresh pot of terrible coffee and that someone finish cataloguing the unfinished boxes of uncatalog...,"John’s final requests were:

1. A fresh pot of truly terrible coffee.  
2. That someone finish catal...","the-wedding-that-wasnt.txt, the-uninvited-guest.txt, the-last-book.txt, the-quiet-clockwork-of-john-doe.txt",the-uninvited-guest.txt,29.510810136795044,4,hard,0.0,0.8525641025641025,0.6296296296296297,1.2857142857142858,1.0,0.5,0.5,1.0,1.0,0,0.25,1.0
What happened at John's wedding?,His fiancée Lila called off the wedding the night before due to panic. John still went to the church...,"John’s wedding never took place. Lila had called the night before and told him she couldn’t go, citi...","the-wedding-that-wasnt.txt, the-ordinary-tuesday.txt, the-last-book.txt, the-quiet-clockwork-of-john-doe.txt",the-wedding-that-wasnt.txt,34.31535840034485,4,easy,0.0,0.037383177570093455,0.16666666666666666,2.0,1.0,1.0,1.0,1.0,1.0,0,0.25,1.0
What was John's philosophy about tragedy throughout his life?,"He saw tragedy as life's way of reminding us that control is an illusion, the universe's way of edit...","John’s view of tragedy, drawn from all four accounts, is that it is an inevitable, absurd part of li...","the-wedding-that-wasnt.txt, the-absurd-adolescence-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt","the-absurd-adolescence-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-uninvited-guest.txt",59.76162528991699,4,hard,0.0,0.042458100558659215,0.1523809523809524,2.0,1.0,0.5833333333333333,0.5,1.0,0.6666666666666666,0,0.75,1.0
What jobs did John have throughout his life?,"Junior assistant at Evergreen Public Library, cataloguing assistant at a private rare-book dealer, r...","John Doe’s employment history, as recorded in the provided stories, includes:

1. **Junior Assistant...","the-wedding-that-wasnt.txt, the-library-of-small-disappointments.txt, the-uninvited-guest.txt, the-quiet-clockwork-of-john-doe.txt","the-library-of-small-disappointments.txt, the-last-book.txt, the-quiet-clockwork-of-john-doe.txt, the-ordinary-tuesday.txt",73.28807282447815,4,hard,0.0,0.09770114942528736,0.1232876712328767,2.0,1.0,0.5,0.5,1.0,0.5,0,1.0,1.0
